time,HEAD_x,HEAD_y,HEAD_z,NECK_x,NECK_y,NECK_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,CHEST_x,CHEST_y,CHEST_z
1627020229.723427770,3.83483,-0.563224,1.37761,3.9145,-0.561775,1.22594,4.89854,-0.566778,1.03016,3.88028,-0.797728,1.02059,3.99472,-0.500519,0.956698,3.91683,-0.474359,1.249,3.76284,-0.419017,1.07107,3.85372,-0.344548,0.895926,3.82956,-0.667569,0.841682,3.83291,-0.604591,0.491227,3.69764,-0.436844,0.311167,3.715,-0.566986,0.891392,3.59505,-0.638341,0.514958,3.43489,-0.732972,0.139302,3.76378,-0.605159,0.995863
1627020229.752360920,3.83483,-0.563224,1.37761,3.9145,-0.561775,1.22594,4.89854,-0.566778,1.03016,3.88028,-0.797728,1.02059,3.99472,-0.500519,0.956698,3.91683,-0.474359,1.249,3.76284,-0.419017,1.07107,3.85372,-0.344548,0.895926,3.82956,-0.667569,0.841682,3.83291,-0.604591,0.491227,3.69764,-0.436844,0.311167,3.715,-0.566986,0.891392,3.59505,-0.638341,0.514958,3.43489,-0.732972,0.139302,3.76378,-0.605159,0.995863
1627020229.765038826,3.83483,-0.563224,1.37761,3.9145,-0.561775,1.22594,4.89854,-0.566778,1.03016,3.88028,-0.797728,1.02059,3.99472,-0.500519,0.956698,3.91683,-0.474359,1.249,3.76284,-0.419017,1.07107,3.85372,-0.344548,0.895926,3.82956,-0.667569,0.841682,3.83291,-0.604591,0.491227,3.69764,-0.436844,0.311167,3.715,-0.566986,0.891392,3.59505,-0.638341,0.514958,3.43489,-0.732972,0.139302,3.76378,-0.605159,0.995863
1627020229.782389912,3.83483,-0.563224,1.37761,3.9395,-0.550059,1.21407,4.89854,-0.566778,1.03016,3.88028,-0.797728,1.02059,3.99472,-0.500519,0.956698,3.91402,-0.465729,1.25329,3.76144,-0.407529,1.07113,3.84872,-0.335012,0.891835,3.85433,-0.630257,0.834925,3.84947,-0.605663,0.489751,3.74635,-0.362293,0.342672,3.72402,-0.525763,0.901166,3.59644,-0.621823,0.51563,3.42889,-0.698112,0.132128,3.80069,-0.564102,0.99942
1627020229.812816904,3.83483,-0.563224,1.37761,3.90743,-0.555213,1.21997,4.89854,-0.566778,1.03016,3.88028,-0.797728,1.02059,3.99472,-0.500519,0.956698,3.88632,-0.466468,1.25192,3.74281,-0.392844,1.06169,3.84872,-0.335012,0.891835,3.81567,-0.655556,0.835934,3.83716,-0.625385,0.465906,3.69132,-0.417156,0.311795,3.69964,-0.535377,0.889659,3.5795,-0.621955,0.507924,3.41345,-0.682193,0.129629,3.76998,-0.576093,0.997898
1627020229.832271411,3.83483,-0.563224,1.37761,3.90743,-0.555213,1.21997,4.89854,-0.566778,1.03016,3.88028,-0.797728,1.02059,3.99472,-0.500519,0.956698,3.88632,-0.466468,1.25192,3.74281,-0.392844,1.06169,3.84872,-0.335012,0.891835,3.81567,-0.655556,0.835934,3.83716,-0.625385,0.465906,3.69132,-0.417156,0.311795,3.69964,-0.535377,0.889659,3.5795,-0.621955,0.507924,3.41345,-0.682193,0.129629,3.76998,-0.576093,0.997898
1627020229.855825758,3.83483,-0.563224,1.37761,3.90743,-0.555213,1.21997,4.89854,-0.566778,1.03016,3.88028,-0.797728,1.02059,3.99472,-0.500519,0.956698,3.88632,-0.466468,1.25192,3.74281,-0.392844,1.06169,3.84872,-0.335012,0.891835,3.81567,-0.655556,0.835934,3.83716,-0.625385,0.465906,3.69132,-0.417156,0.311795,3.69964,-0.535377,0.889659,3.5795,-0.621955,0.507924,3.41345,-0.682193,0.129629,3.76998,-0.576093,0.997898
1627020229.869083096,3.83483,-0.563224,1.37761,3.91714,-0.545853,1.21622,4.89854,-0.566778,1.03016,3.88028,-0.797728,1.02059,3.99472,-0.500519,0.956698,3.87656,-0.458392,1.2538,3.73704,-0.376009,1.05837,3.85526,-0.35077,0.893054,3.83648,-0.616752,0.836884,3.84777,-0.616532,0.469525,3.74096,-0.349094,0.339638,3.70461,-0.493044,0.902226,3.58042,-0.599218,0.506404,3.41094,-0.65939,0.1186,3.79268,-0.544746,1.0068
1627020229.896208110,3.83483,-0.563224,1.37761,3.88361,-0.547869,1.22244,4.53998,-0.613183,1.08596,3.71231,-0.764711,0.991484,3.99472,-0.500519,0.956698,3.87656,-0.458392,1.2538,3.71694,-0.378007,1.05308,3.85526,-0.35077,0.893054,3.79601,-0.639041,0.833348,3.83506,-0.632685,0.44593,3.75994,-0.409738,0.286691,3.67912,-0.50567,0.886419,3.56116,-0.593562,0.492257,3.39981,-0.649204,0.111887,3.75901,-0.557424,1.00095
1627020229.918975583,3.83483,-0.563224,1.37761,3.88361,-0.547869,1.22244,4.53998,-0.613183,1.08596,3.71231,-0.764711,0.991484,3.99472,-0.500519,0.956698,3.87656,-0.458392,1.2538,3.71694,-0.378007,1.05308,3.85526,-0.35077,0.893054,3.79601,-0.639041,0.833348,3.83506,-0.632685,0.44593,3.75994,-0.409738,0.286691,3.67912,-0.50567,0.886419,3.56116,-0.593562,0.492257,3.39981,-0.649204,0.111887,3.75901,-0.557424,1.00095
