time,HEAD_x,HEAD_y,HEAD_z,NECK_x,NECK_y,NECK_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,CHEST_x,CHEST_y,CHEST_z
1627020248.747372462,-0.6953899999999997,1.207487,0.4397969999999999,0.1707799999999997,0.08074800000000004,0.23901699999999992,1.1376999999999997,0.006035000000000013,0.049216999999999955,0.9227499999999997,-0.04483199999999998,-0.158285,-0.20290000000000008,-0.01654699999999998,-0.19474200000000008,0.2768600000000001,0.24203300000000005,0.20561700000000005,0.1706000000000003,0.314884,-0.01480400000000004,0.32370000000000054,0.40498,-0.21841100000000002,-0.03542999999999985,-0.14566199999999996,-0.14827600000000007,0.0366200000000001,-0.021397,-0.581882,-0.18452999999999964,-0.033698000000000006,-0.8664778000000001,-0.08672999999999975,0.05765399999999998,-0.16070000000000007,-0.09511999999999965,0.04683100000000007,-0.536546,-0.23492999999999986,0.004614000000000007,-0.8682094,0.0,0.0,0.0
1627020248.768206882,-0.6953899999999997,1.207487,0.4397969999999999,0.1707799999999997,0.08074800000000004,0.23901699999999992,1.1376999999999997,0.006035000000000013,0.049216999999999955,0.9227499999999997,-0.04483199999999998,-0.158285,-0.20290000000000008,-0.01654699999999998,-0.19474200000000008,0.2768600000000001,0.24203300000000005,0.20561700000000005,0.1706000000000003,0.314884,-0.01480400000000004,0.32370000000000054,0.40498,-0.21841100000000002,-0.03542999999999985,-0.14566199999999996,-0.14827600000000007,0.0366200000000001,-0.021397,-0.581882,-0.18452999999999964,-0.033698000000000006,-0.8664778000000001,-0.08672999999999975,0.05765399999999998,-0.16070000000000007,-0.09511999999999965,0.04683100000000007,-0.536546,-0.23492999999999986,0.004614000000000007,-0.8682094,0.0,0.0,0.0
1627020248.791806771,-0.6953899999999997,1.207487,0.4397969999999999,0.1707799999999997,0.08074800000000004,0.23901699999999992,1.1376999999999997,0.006035000000000013,0.049216999999999955,0.9227499999999997,-0.04483199999999998,-0.158285,-0.20290000000000008,-0.01654699999999998,-0.19474200000000008,0.2768600000000001,0.24203300000000005,0.20561700000000005,0.1706000000000003,0.314884,-0.01480400000000004,0.32370000000000054,0.40498,-0.21841100000000002,-0.03542999999999985,-0.14566199999999996,-0.14827600000000007,0.0366200000000001,-0.021397,-0.581882,-0.18452999999999964,-0.033698000000000006,-0.8664778000000001,-0.08672999999999975,0.05765399999999998,-0.16070000000000007,-0.09511999999999965,0.04683100000000007,-0.536546,-0.23492999999999986,0.004614000000000007,-0.8682094,0.0,0.0,0.0
1627020248.831590410,-0.67564,1.210355,0.4304549999999999,0.15541000000000027,0.075044,0.24085499999999993,1.16433,-0.00860099999999997,0.04284499999999991,0.9997500000000001,-0.03384900000000002,-0.17996999999999996,-0.18315000000000037,-0.013678999999999997,-0.20408400000000004,0.22904999999999953,0.23123799999999994,0.21409500000000004,0.14261999999999952,0.308053,-0.004744999999999999,0.30329000000000006,0.408399,-0.18370299999999995,-0.026000000000000245,-0.13953700000000002,-0.15390400000000004,0.05152000000000001,-0.014051999999999953,-0.584697,-0.19220000000000015,-0.049866999999999995,-0.858934,-0.08072000000000035,0.06079000000000001,-0.16408299999999998,-0.09742000000000006,0.052566,-0.536546,-0.2473700000000001,-6.300000000003525e-05,-0.8621489999999999,0.0,0.0,0.0
1627020248.867205880,-0.67564,1.210355,0.4304549999999999,0.15541000000000027,0.075044,0.24085499999999993,1.16433,-0.00860099999999997,0.04284499999999991,0.9997500000000001,-0.03384900000000002,-0.17996999999999996,-0.18315000000000037,-0.013678999999999997,-0.20408400000000004,0.22904999999999953,0.23123799999999994,0.21409500000000004,0.14261999999999952,0.308053,-0.004744999999999999,0.30329000000000006,0.408399,-0.18370299999999995,-0.026000000000000245,-0.13953700000000002,-0.15390400000000004,0.05152000000000001,-0.014051999999999953,-0.584697,-0.19220000000000015,-0.049866999999999995,-0.858934,-0.08072000000000035,0.06079000000000001,-0.16408299999999998,-0.09742000000000006,0.052566,-0.536546,-0.2473700000000001,-6.300000000003525e-05,-0.8621489999999999,0.0,0.0,0.0
1627020248.883527537,-0.65517,1.211466,0.4224589999999999,0.13895999999999997,0.067446,0.24323899999999998,1.1976300000000002,-0.016454999999999997,0.03552899999999992,1.0537999999999998,-0.02283500000000005,-0.19013199999999997,-0.16268000000000038,-0.012568000000000024,-0.21208000000000005,0.18086000000000002,0.21842099999999998,0.22284900000000007,0.09846999999999984,0.29627299999999995,0.0048399999999999554,0.23430000000000017,0.37633,-0.16017199999999998,-0.01631000000000027,-0.13130600000000003,-0.15857599999999994,0.05603999999999987,-0.0065310000000000645,-0.5846469999999999,-0.20371000000000006,-0.05165799999999998,-0.856972,-0.07845000000000013,0.06495299999999993,-0.16588999999999998,-0.09932000000000007,0.061419,-0.539462,-0.2536400000000003,-0.0019449999999999745,-0.862884,0.0,0.0,0.0
1627020248.899358500,-0.65517,1.211466,0.4224589999999999,0.13895999999999997,0.067446,0.24323899999999998,1.1976300000000002,-0.016454999999999997,0.03552899999999992,1.0537999999999998,-0.02283500000000005,-0.19013199999999997,-0.16268000000000038,-0.012568000000000024,-0.21208000000000005,0.15744000000000025,0.22596799999999995,0.24472899999999997,0.07114999999999982,0.31196599999999997,0.02641899999999997,0.21544000000000008,0.382903,-0.12016300000000002,0.040209999999999635,-0.012249999999999983,-0.14970899999999998,0.07685999999999993,0.053817000000000004,-0.569275,-0.1432500000000001,0.004866999999999955,-0.86496,-0.05420000000000025,0.11509599999999998,-0.16107700000000003,-0.09436,0.10778999999999994,-0.52064,-0.25237,0.011965999999999921,-0.8755047,0.0,0.0,0.0
1627020248.911355617,-0.65517,1.211466,0.4224589999999999,0.13895999999999997,0.067446,0.24323899999999998,1.1976300000000002,-0.016454999999999997,0.03552899999999992,1.0537999999999998,-0.02283500000000005,-0.19013199999999997,-0.16268000000000038,-0.012568000000000024,-0.21208000000000005,0.15744000000000025,0.22596799999999995,0.24472899999999997,0.07114999999999982,0.31196599999999997,0.02641899999999997,0.21544000000000008,0.382903,-0.12016300000000002,0.040209999999999635,-0.012249999999999983,-0.14970899999999998,0.07685999999999993,0.053817000000000004,-0.569275,-0.1432500000000001,0.004866999999999955,-0.86496,-0.05420000000000025,0.11509599999999998,-0.16107700000000003,-0.09436,0.10778999999999994,-0.52064,-0.25237,0.011965999999999921,-0.8755047,0.0,0.0,0.0
1627020248.945794097,-0.65517,1.211466,0.4224589999999999,0.13895999999999997,0.067446,0.24323899999999998,1.1976300000000002,-0.016454999999999997,0.03552899999999992,1.0537999999999998,-0.02283500000000005,-0.19013199999999997,-0.16268000000000038,-0.012568000000000024,-0.21208000000000005,0.15744000000000025,0.22596799999999995,0.24472899999999997,0.07114999999999982,0.31196599999999997,0.02641899999999997,0.21544000000000008,0.382903,-0.12016300000000002,0.040209999999999635,-0.012249999999999983,-0.14970899999999998,0.07685999999999993,0.053817000000000004,-0.569275,-0.1432500000000001,0.004866999999999955,-0.86496,-0.05420000000000025,0.11509599999999998,-0.16107700000000003,-0.09436,0.10778999999999994,-0.52064,-0.25237,0.011965999999999921,-0.8755047,0.0,0.0,0.0
1627020248.959833554,-0.6209699999999998,1.21176,0.41654999999999986,0.1245099999999999,0.05693799999999993,0.24875999999999998,1.2298400000000003,-0.015770000000000062,0.03127999999999986,1.088,-0.022541000000000033,-0.19604100000000002,-0.12848000000000015,-0.012274000000000007,-0.2179890000000001,0.11647000000000007,0.22249799999999997,0.25161999999999984,0.03799000000000019,0.306187,0.030669999999999864,0.1713899999999997,0.358723,-0.11947400000000008,0.03277000000000019,-0.007553000000000032,-0.15485400000000005,0.05724000000000018,0.06026200000000004,-0.566675,-0.14524999999999988,0.009043999999999941,-0.8677490000000001,-0.05122999999999989,0.12092099999999995,-0.16535,-0.08550000000000013,0.11193699999999995,-0.528082,-0.2367300000000001,0.017782999999999993,-0.8801256000000001,0.0,0.0,0.0
1627020248.972779104,-0.6209699999999998,1.21176,0.41654999999999986,0.1245099999999999,0.05693799999999993,0.24875999999999998,1.2298400000000003,-0.015770000000000062,0.03127999999999986,1.088,-0.022541000000000033,-0.19604100000000002,-0.12848000000000015,-0.012274000000000007,-0.2179890000000001,0.08138999999999985,0.232178,0.26460000000000006,0.003890000000000171,0.31235999999999997,0.045379999999999865,0.14867000000000008,0.366157,-0.086364,0.0561799999999999,0.05848299999999995,-0.1587090000000001,0.07115000000000027,0.11052700000000004,-0.558625,-0.09506999999999977,0.16606199999999993,-0.8006340000000001,-0.047559999999999825,0.16370399999999996,-0.16023700000000007,-0.08569000000000004,0.14667399999999997,-0.517153,-0.23764999999999992,0.037111000000000005,-0.8855802,0.0,0.0,0.0
1627020249.6457266,-0.6209699999999998,1.21176,0.41654999999999986,0.1245099999999999,0.05693799999999993,0.24875999999999998,1.2298400000000003,-0.015770000000000062,0.03127999999999986,1.088,-0.022541000000000033,-0.19604100000000002,-0.12848000000000015,-0.012274000000000007,-0.2179890000000001,0.08138999999999985,0.232178,0.26460000000000006,0.003890000000000171,0.31235999999999997,0.045379999999999865,0.14867000000000008,0.366157,-0.086364,0.0561799999999999,0.05848299999999995,-0.1587090000000001,0.07115000000000027,0.11052700000000004,-0.558625,-0.09506999999999977,0.16606199999999993,-0.8006340000000001,-0.047559999999999825,0.16370399999999996,-0.16023700000000007,-0.08569000000000004,0.14667399999999997,-0.517153,-0.23764999999999992,0.037111000000000005,-0.8855802,0.0,0.0,0.0
