HEAD_x,HEAD_y,NECK_x,NECK_y,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_WRIST_x,RIGHT_WRIST_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_WRIST_x,LEFT_WRIST_y,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y,LEFT_HIP_x,LEFT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,CHEST_x,CHEST_y
0.004659999999999975,0.002152999999999994,0.0017339999999999467,0.001301399999999997,0.002393999999999963,0.0009213999999999944,-0.000140000000000029,-0.001168000000000008,0.005847999999999987,-0.0005282000000000064,0.0013559999999999573,0.001971199999999995,0.004625999999999975,0.001663199999999998,0.003858000000000006,0.0021486000000000005,0.0019499999999999852,0.0014245999999999925,0.004147999999999952,0.0004231999999999958,0.0003200000000000092,0.0006295999999999969,-0.0005640000000000089,0.0009283999999999848,0.0020879999999999566,0.0013432,0.004219999999999979,0.002195799999999992,0.0,0.0
0.0020259999999999944,-0.0010445999999999956,0.00134000000000003,-0.0003079999999999972,-7.80000000000225e-05,-0.00024379999999999958,-0.0033500000000000084,-0.003041599999999994,-0.0012580000000000258,0.0007648000000000044,0.0018939999999999734,-0.0011327999999999894,0.0019919999999999938,-0.0015343999999999913,0.0012640000000000207,-0.0008401999999999909,1.4000000000002898e-05,0.00026020000000000486,0.003554000000000013,-0.0007747999999999922,0.007012000000000018,-0.004081199999999996,0.0016960000000000087,-0.001077399999999995,0.0017380000000000173,-0.0012379999999999947,0.0013440000000000119,-0.0008104,0.0,0.0
-0.004334000000000016,0.0019394000000000021,-0.003073999999999977,0.0012885999999999952,-0.005590000000000028,0.001707599999999998,-0.008338000000000002,0.00020540000000000003,-0.005909999999999993,0.0016481999999999996,-0.0027800000000000047,0.002372799999999997,-0.002615999999999996,0.00033279999999999974,-0.004596,0.00023020000000000261,-0.0013939999999999842,0.0014736000000000026,-0.004553999999999991,0.0013456000000000023,-0.012385999999999963,0.003248400000000001,-0.00043999999999999595,-0.0010211999999999999,-0.006037999999999988,0.0028993999999999964,-0.014449999999999985,0.0060142000000000025,0.0,0.0
0.0015639999999999877,0.003590400000000005,-0.0005220000000000002,0.002491399999999999,-0.001191999999999993,0.0017728000000000021,-0.003047999999999984,0.0007152000000000047,0.002806000000000042,0.001166600000000001,-0.0009780000000000123,0.003685399999999994,0.002658000000000005,0.002262999999999993,0.0008919999999999817,0.0021755999999999998,0.0006600000000000162,0.0020784000000000024,0.00042200000000001123,0.0021050000000000014,-0.008826,0.0031947999999999976,-0.0006899999999999906,0.00010339999999999793,-0.0020199999999999997,0.0038448000000000037,-0.007200000000000007,0.007128800000000002,0.0,0.0
0.007629999999999981,0.00012060000000000404,0.0036480000000000067,0.0009179999999999966,0.003713999999999995,-0.0007587999999999984,0.0015680000000000138,-0.002338399999999996,0.006786000000000003,0.00013799999999999923,0.0033459999999999822,-0.00014600000000000168,0.007708000000000004,-0.00011039999999999939,0.006479999999999997,-0.0006804000000000032,0.002063999999999977,0.000540400000000002,0.008363999999999993,-0.00033959999999999546,0.009339999999999992,-0.0036431999999999966,0.0011239999999999918,4.119999999999679e-05,0.004633999999999983,-0.0003726000000000007,0.007384000000000013,0.00010820000000000274,0.0,0.0
-0.0024859999999999882,-0.0035193999999999946,-0.0010299999999999533,-0.002442599999999995,-0.0010319999999999663,-0.0020108000000000014,-0.007299999999999951,-0.004575999999999997,-0.004843999999999982,-0.0013131999999999977,-0.0013859999999999762,-0.0038278000000000036,-0.003361999999999954,-0.0031015999999999934,-0.004011999999999993,-0.005830000000000002,0.0009800000000000253,0.0005002000000000062,-0.0012479999999999603,-0.002627999999999997,0.003163999999999989,-0.0020695999999999935,-0.0006219999999999892,-0.0016581999999999875,-0.0013799999999999813,-0.0032618000000000035,-0.004163999999999968,-0.004147800000000002,0.0,0.0
0.0003340000000000121,-7.099999999999884e-05,-0.0006839999999999957,-0.00044279999999999873,0.0014020000000000365,-0.0008284000000000014,-0.0029619999999999534,-0.002072000000000002,0.0019620000000000635,-0.0021564000000000028,-0.0023339999999999693,-0.0006064000000000069,-0.0005419999999999537,0.0003468000000000027,-0.0012319999999999887,-0.002590400000000004,0.002698000000000045,0.0013985999999999998,-0.0007779999999999899,-0.0008226000000000067,-0.0036999999999999924,0.002871199999999996,-0.002627999999999986,0.0005285999999999902,-0.0008059999999999956,-0.0003882000000000052,-0.0011019999999999808,-0.0008908000000000027,0.0,0.0
0.0006660000000000554,-0.00016140000000000043,-0.00038799999999996617,-0.0004718,0.0018760000000000332,-0.0009135999999999977,-0.002487999999999957,-0.002157199999999998,0.0024360000000000605,-0.002241599999999999,-0.0017739999999999867,-0.0006979999999999986,-0.0003179999999999961,0.00021840000000000748,-0.0006379999999999609,-0.0023072000000000092,0.0024880000000000015,0.0011880000000000003,-0.0003039999999999932,-0.0009078000000000031,-0.0025399999999999867,0.0023952000000000027,-0.0022219999999999462,0.0005377999999999994,0.0003900000000000237,-0.0006571999999999911,-0.00043400000000000106,-0.0009511999999999964,0.0,0.0
0.0018580000000000042,-0.001593,0.0013339999999999908,5.6000000000056e-06,0.00011999999999998679,-0.0005734000000000017,-0.002004000000000028,-0.0021322000000000008,-0.001456000000000035,0.0006088000000000037,0.0018219999999999903,-0.001523399999999997,0.0017939999999999844,-0.0019019999999999927,0.000749999999999984,-0.0013606000000000007,-0.0006800000000000139,-0.00044079999999999673,0.002957999999999972,-0.0003433999999999937,0.007512000000000007,-0.004542999999999997,0.0018859999999999654,-0.001546599999999998,0.0016999999999999904,-0.001584999999999992,0.007077999999999962,-0.002885199999999999,0.0,0.0
-0.005609999999999937,-0.0019796000000000037,-0.0031879999999999686,-0.002160799999999996,-0.002807999999999966,-0.0010744000000000031,-0.007751999999999981,-0.0027076000000000044,-0.0065679999999999515,-0.0019915999999999988,-0.00373799999999993,-0.0021453999999999974,-0.0065919999999999755,-0.0017059999999999853,-0.0069239999999999744,-0.004174199999999994,0.0007500000000000284,0.0012886000000000009,-0.006115999999999966,-0.0015278000000000015,-0.005583999999999989,0.002091599999999999,-0.001839999999999975,-0.0007780000000000009,-0.0038679999999999826,-0.0014250000000000096,-0.007045999999999974,-0.002924400000000005,0.0,0.0
0.004682000000000031,0.0018704000000000053,0.0014920000000000044,0.001589800000000008,0.0021399999999999865,0.00035000000000001143,0.0026559999999999917,0.00032380000000000744,0.005882000000000031,-0.00017279999999999517,0.001191999999999993,0.0018162000000000122,0.00465399999999998,0.0014952000000000188,0.003744000000000014,0.0011854000000000142,0.0016000000000000014,0.0010080000000000033,0.002864000000000022,0.0016160000000000063,0.00043800000000002723,0.0006692000000000031,-2.0000000000131022e-06,0.0010187999999999974,0.002201999999999993,0.0015996000000000122,0.004678000000000004,0.0015416000000000097,0.0,0.0
-0.005549999999999988,-0.00011720000000000618,-0.002839999999999998,0.0011104000000000003,-0.004980000000000029,0.0011668000000000067,-0.006002000000000019,0.0007374000000000047,-0.004910000000000014,0.001358799999999999,-0.0017980000000000107,0.001909800000000006,-0.0030180000000000094,-8.419999999998984e-05,-0.004939999999999989,0.001094000000000006,-0.0017260000000000274,0.0010290000000000021,-0.004965999999999982,0.0016388000000000069,-0.009806000000000027,0.0022132000000000098,0.00023599999999999178,-0.0010509999999999907,-0.0043140000000000175,0.002221200000000001,-0.007356000000000007,0.00314580000000001,0.0,0.0
